index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Cleglaw's Claw 13	7	Cleglaw's Brace 13	sml	Small Shield	7	6	4	lred	lred						5	2500	2	dmg-fire		180	180	att%		20	20	res-pois		-70	-70	fire-min		1	1	fire-max		3	3	ac%		100	100	att	0	100	100	ac		15	15	dmg%		340	340	hp		75	75	dmg-pois	150	171	171	openwounds		33	33	cold-min		2	2	att		25	25	cold-max		4	4	fire-min	0	3	3	cold-len		25	25	fire-max	0	4	4	allskills		1	1		0
Cleglaw's Pincers 13	8	Cleglaw's Brace 13	mgl	Chain Gloves	7	6	4	lred	lred						5	2500	2	block2		20	20	aura	Conviction	12	12	hp%		27	27																									oskill	248	1	1	extra-ltng		5	5	dmg-pois	150	426	426					dmg-norm		50	50					res-fire		30	30					thorns		9	9						0
Iratha's Collar 13	9	Iratha's Finery 13	amu	Amulet	7	21	15	lgry	lgry						5	2500	2	dex		10	10	dmg-fire		65	65	oskill	Plague Javelin	11	11	ac%		200	200	pierce-ltng		55	55	att/lvl	16			block		7	7	red-mag		6	6	regen		10	10	vit		8	8	hit-skill	Tornado	20	16	deadly/lvl	3			thorns	0	4	4	stam		24	24	light		1	1	att		4	4	cast3		20	20	dex		3	3	dmg-max		9	9		0
Iratha's Cuff 13	10	Iratha's Finery 13	tgl	Light Gauntlets	7	21	15	lgry	lgry						5	2500	2	dmg%		70	70	att		250	250	res-all		50	50	swing2		25	25	oskill	Inferno	18	18	str		15	15	enr		15	15	regen-stam		10	10	dex		30	30	dmg%		240	240	hp		50	50	ac		20	20	dmg-undead		50	50	ac-miss		160	160	dex		20	20	res-cold		25	25					allskills		1	1						0
Iratha's Coil 13	11	Iratha's Finery 13	crn	Crown	7	21	15	lgry	lgry						5	2500	2	att		35	35	stupidity		1	1	abs-fire/lvl	6			dmg-pois	50	187	187	res-pois		50	50	mana-kill		2	2	mag%		7	7	att-skill	39	5	3	ac		100	100	red-mag	0	1	1	str		10	10	fire-min		3	3	ac%		100	100	fire-max		6	6	dmg-norm		50	50	mana		20	20	dmg-undead		50	50	lifesteal		9	9	dmg-demon		300	300		0
Iratha's Cord 13	12	Iratha's Finery 13	tbl	Heavy Belt	7	21	15	lgry	lgry						5	2500	2	ltng-min		1	1	ltng-max		26	26	lifesteal		8	8	str		30	30	move3		30	30	dmg%		120	120	oskill	144	3	3	ac%		100	100	ac		14	14	red-dmg		7	7	dmg-norm		7	7	bloody		5	5	hp		10	10	mag%		50	50	light		-2	-2	dmg-mag		108	108	dmg%		230	230	dmg%	0	40	40	dmg-ltng		33	33		0
Isenhart's Lightbrand 13	13	Isenhart's Armory 13	bsd	Broad Sword	7	11	8	lgld	lgld						5	2500	2	swing2		20	20	ama		1	1	dmg%/lvl	20			stupidity		33	33	block2		65	65	light		2	2	res-all	0	25	25									swing2		20	20	str		5	5	dmg-undead		50	50					extra-fire		5	5					oskill	43	5	5														0
Isenhart's Parry 13	14	Isenhart's Armory 13	gts	Gothic Shield	7	11	8	lgld	lgld						5	2500	2	mana		20	20	cast2		50	50	dmg-min		10	10	freeze		2	2	ltng-min	0	1	1	ltng-max	0	40	40	att	0	120	120	mag%		19	19	manasteal		15	15	ac		25	25	gethit-skill	38	25	3	fire-min		2	2	manasteal		6	6	fire-max		5	5	oskill	84	2	2	dmg-cold	50	5	5	skilltab	4	2	2	red-dmg		2	2						0
Isenhart's Case 13	15	Isenhart's Armory 13	brs	Breast Plate	7	11	8	lgld	lgld						5	2500	2	dmg-ltng		6	6	dmg%		50	50	nofreeze		1	1	ac%		175	175	mana	0	40	40	res-ltng		15	15	cast3		20	20	dmg-max	0	5	5	gold%		100	100	nofreeze		1	1	hit-skill	121	6	7	oskill	73	5	5	res-cold-max		5	5	res-fire		24	24	att	0	100	100	res-all		15	15	oskill	73	5	5	dmg%	0	80	80						0
Isenhart's Horns 13	16	Isenhart's Armory 13	fhl	Full Helm	7	11	8	lgld	lgld						5	2500	2	cold-min		10	10	cold-max		20	20	oskill	127	4	4	hp		15	15	ac-miss		250	250	res-all		15	15	balance2		20	20	att		450	450	dex		1	1	dmg%		100	100	cast2		20	20	res-fire		30	30	swing2		15	15	hp		75	75	dmg%		120	120	res-ltng		25	25	ac		100	100	dmg-undead		200	200						0
Vidala's Barb 13	17	Vidala's Rig 13	lbb	Long Battle Bow	7	19	14	blac	blac						5	2500	2	dmg%		300	300	skilltab	6	3	3	allskills		1	1	res-cold		30	30	ac		300	300	crush		35	35	res-all		11	11	dmg-max		5	5	oskill	81	6	6	dmg%		60	60	gold%		100	100	light		-2	-2	skilltab	8	3	3	stam	0	10	10	red-mag		3	3	dmg-max		4	4	dmg%		65	65	dmg-min		20	20	hp		60	60		0
Vidala's Fetlock 13	18	Vidala's Rig 13	tbt	Light Plated Boots	7	19	14	blac	blac						5	2500	2	slow		50	50	stam		15	15	bar		3	3	str		12	12	res-cold	0	12	12	att		4	4	res-ltng		15	15	oskill	14	6	6	mag%		50	50	openwounds		35	35	stupidity		1	1	allskills		2	2	allskills		1	1	vit		20	20	enr		10	10	ac%		80	80					dmg-to-mana		20	20						0
Vidala's Ambush 13	19	Vidala's Rig 13	lea	Leather Armor	7	19	14	blac	blac						5	2500	2	dmg%		80	80	dmg-ltng		200	200	oskill	Inferno Sentry	2	2	light		2	2	red-dmg		2	2	dex		10	10	mana		33	33	dmg-min		2	2	dmg-pois	75	21	21	dmg-pois	75	40	40	mana		50	50	dmg%		150	150	dmg-fire		65	65	thorns		77	77	swing2		15	15	att		120	120	hp		100	100	lifesteal		7	7						0
Vidala's Snare 13	20	Vidala's Rig 13	amu	Amulet	7	19	14	blac	blac						5	2500	2	crush		25	25	lifesteal		3	3	dmg-und/lvl	16			dex/lvl	4			ac%		150	150	death-skill	Meteor	100	45	dmg-to-mana	0	10	10	att-demon		150	150	dmg-pois	125	103	103	move2		20	20	dmg-fire		33	33	balance2		50	50	ac%		180	180	dmg-undead		300	300	res-ltng		50	50	skilltab	8	1	1	skilltab	9	1	1	dmg-pois	50	31	31	oskill	111	3	3		0
Milabrega's Orb 13	21	Milabrega's Regalia 13	kit	Kite Shield	7	23	17	dblu	dblu						5	2500	2	oskill	70	3	3	dur		100	100	res-cold-max		15	15	regen-mana		15	15	hit-skill	66	5	2	ac		25	25	att		150	150	red-dmg		15	15	gold%		80	80	oskill	114	2	2	hit-skill	45	10	10	freeze		3	3	dur		125	125	mag%		50	50	ac		50	50	block2		30	30	manasteal		10	10	allskills		1	1	res-all		15	15		0
Milabrega's Rod 13	22	Milabrega's Regalia 13	wsp	War Scepter	7	23	17	dblu	dblu						5	2500		ac-hth		200	200	reduce-ac		33	33	att%	0	20	20	ease		-15	-15	cold-min		3	3	cold-max		5	5	oskill	Redemption	4	4	regen-mana	0	8	8	ac%		180	180	indestruct		1	1	light		-2	-2	ac%		100	100	dmg%		20	20																										0
Milabrega's Diadem 13	23	Milabrega's Regalia 13	crn	Crown	7	23	17	dblu	dblu						5	2500	2	dmg-undead	0	200	200	res-all		40	40	crush		50	50	ac		25	25	state	fullsetgeneric	1	1	swing3		30	30	fire-min		4	4	fire-max		8	8	res-cold		30	30	deadly		25	25	cast2		20	20	hit-skill	Eruption	25	14	swing2		20	20	sor		3	3	att/lvl	20			ac		300	300	bar	0	2	2	regen		5	5	move1		3	3		0
Milabrega's Robe 13	24	Milabrega's Regalia 13	aar	Ancient Armor	7	23	17	dblu	dblu						5	2500	2	fire-min		15	15	fire-max		50	50	att/lvl	24			lifesteal		10	10	manasteal		5	5	dur		50	50	res-ltng		12	12	dmg%		20	20	abs-fire		11	11	slow		35	35	hit-skill	Poison Explosion	15	9	manasteal		15	15	state	fullsetgeneric	1	1	abs-ltng		14	14					str		9	9					oskill	14	4	4						0
Cathan's Rule 13	25	Cathan's Traps 13	bst	Battle Staff	7	15	11	dgrn	dgrn						5	2500	2	regen-mana		43	43	gold%		200	200	swing2		40	40	ac		220	220	dmg-demon		350	350	lifesteal	0	3	3	res-cold		30	30	enr		15	15	dmg%		350	350	dmg%		220	220	dmg-fire		46	46	dmg/lvl	10			manasteal		8	8	ac-miss		35	35	lifesteal	0	3	3	dmg-max		1	1	thorns		14	14	lifesteal	0	5	5	dmg-pois	75	171	171		0
Cathan's Mesh 13	26	Cathan's Traps 13	chn	Chain Mail	7	15	11	dgrn	dgrn						5	2500	2	nec		2	2	allskills		1	1	enr		20	20	dmg-cold	100	397	397	skilltab	0	3	3	dru		2	2	ass		1	1	dmg-max		2	2	red-dmg		4	4	hp		20	20	dmg-cold	50	5	5	swing2		80	80	enr		10	10	balance2		30	30	dmg%		320	320	stam		50	50	gold%		50	50	ass		1	1	gethit-skill	62	10	3		0
Cathan's Visage 13	27	Cathan's Traps 13	msk	Mask	7	15	11	dgrn	dgrn						5	2500	2	ac%		20	20	block2		10	10	str		15	15	hp		40	40	oskill	Inferno Sentry	2	2	cast2		25	25	ac		45	45	dmg-max		14	14	dmg-min		13	13	dmg-pois	50	187	187	fire-min	0	10	10	dmg-min		5	5	fire-max	0	16	16	mana		59	59	oskill	6	10	10	oskill	14	6	6	ac%		120	120					mana		10	10		0
Cathan's Sigil 13	28	Cathan's Traps 13	amu	Amulet	7	15	11	dgrn	dgrn						5	2500	2	oskill	54	1	1	hp		50	50	ac%		100	100	ama		2	2	dmg-min		1	1	dmg%		350	350													vit		20	20	dmg-norm		75	75	dmg%		280	280	move2		20	20	ignore-ac		1	1	res-ltng		31	31	ac		40	40	res-all		11	11	res-all		11	11	swing1		15	15		0
Cathan's Seal 13	29	Cathan's Traps 13	rin	Ring	7	15	11	dgrn	dgrn						5	2500	2	oskill	70	3	3	dmg-norm		50	50	pierce-fire		15	15	dmg-pois	50	187	187	mag%	0	24	24	mana	0	10	10	res-all		15	15	att-demon		50	50	regen		3	3	att-dem/lvl	5			oskill	115	2	2	sor		3	3	regen-stam		50	50	oskill	Blizzard	16	16	mana-kill		5	5	gethit-skill	53	18	5	dmg-demon		100	100	res-pois	0	30	30	dex		1	1		0
Tancred's Crowbill 13	30	Tancred's Battlegear 13	mpi	Military Pick	7	27	20	dgld	dgld						5	2500	2	dmg-demon		200	200	pierce-ltng		55	55	gethit-skill	48	25	3	rep-dur	5			oskill	56	2	2	ltng-min		1	1	ltng-max		20	20	block		20	20	dmg-undead		75	75	hp/lvl	10			dex		10	10	dur		40	40	ac-miss		50	50	dmg-cold	150	53	53	light-thorns		5	5	swing2		30	30	lifesteal		7	7	hp		10	10	ac		75	75		0
Tancred's Spine 13	31	Tancred's Battlegear 13	ful	Full Plate Mail	7	27	20	dgld	dgld						5	2500	2	deadly		35	35	dmg-ltng		150	150	ac		45	45	ac%		175	175	res-ltng		30	30	indestruct		1	1	mana		39	39									ac%		50	50	lifesteal		9	9	ease		-30	-30					half-freeze		1	1					dex		30	30														0
Tancred's Hobnails 13	32	Tancred's Battlegear 13	lbt	Boots	7	27	20	dgld	dgld						5	2500	2	light		-1	-1	dmg-undead		200	200	res-fire		30	30	heal-kill		13	13	oskill	Heart of Wolverine	16	16	mana		25	25	dmg-max		6	6	swing2		30	30	dmg-min		9	9	dmg%		250	250	sor		1	1	dmg-mag		108	108	dmg%		200	200	oskill	Heart of Wolverine	3	3	rep-dur	5			hit-skill	45	10	3	skilltab	0	2	2	res-cold	0	30	30	res-all		50	50		0
Tancred's Weird 13	33	Tancred's Battlegear 13	amu	Amulet	7	27	20	dgld	dgld						5	2500	2	regen-mana		30	30	manasteal		6	6	att%		25	25	thorns		40	40	ac%		200	200	extra-ltng		20	20	res-all		15	15	red-mag		2	2	dmg-pois	100	39	39	allskills		4	4	str		10	10	regen		10	10	hit-skill	66	4	1	res-all		10	10	oskill	Raven	8	8	move2		20	20	sor	0	2	2	oskill	56	5	5	pal		1	1		0
Tancred's Skull 13	34	Tancred's Battlegear 13	bhm	Bone Helm	7	27	20	dgld	dgld						5	2500	2	ac%		220	220	extra-ltng		5	5	indestruct		1	1	hp%		5	5	crush		40	40	allskills		1	1	str		15	15	dmg-max		2	2					balance2		30	30	oskill	Critical Strike	2	2	allskills		2	2	fire-min		1	1	noheal		1	1	fire-max		5	5	hp		20	20	dex		10	10	ac		60	60	dmg-pois	100	39	39		0
Sigon's Gage 13	35	Sigon's Complete Steel 13	hgl	Gauntlets	7	9	6	whit	whit						5	2500	2	reduce-ac		50	50	att		45	45	res-fire		40	40	swing2		30	30	light		4	4	red-mag		1	1													red-mag		1	1	res-fire		30	30	crush		30	30	res-all		15	15	regen		15	15	allskills		1	1	dmg%		250	250	light		-2	-2	block		30	30	dmg%		160	160		0
Sigon's Visor 13	36	Sigon's Complete Steel 13	ghm	Great Helm	7	9	6	whit	whit						5	2500	2	str		10	10	thorns		8	8	dur		40	40	nec		3	3	gethit-skill	53	5	5	oskill	Battle Command	6	6	dex		20	20	gold%		30	30	red-dmg%		30	30	dmg%		300	300	dmg-fire		35	35	att		38	38	block		20	20	skilltab	1	1	1	ac/lvl	30			res-ltng		25	25	stam		40	40	regen-mana		15	15	oskill	31	2	2		0
Sigon's Shelter 13	37	Sigon's Complete Steel 13	gth	Gothic Plate	7	9	6	whit	whit						5	2500	2	ac%		200	200	dmg-norm		100	100	death-skill	Meteor	100	45	ac/lvl		16	16	ac		15	15	ac-miss		30	30	skilltab	19	1	1	move1		10	10	lifesteal		14	14	hit-skill	Frost Nova	25	22	enr		10	10	dmg%		33	33	freeze		3	3	balance3		24	24	dmg%		210	210	ease		-20	-20	res-all		25	25	str		20	20	pierce-ltng		35	35		0
Sigon's Sabot 13	38	Sigon's Complete Steel 13	hbt	Greaves	7	9	6	whit	whit						5	2500	2	ltng-min		1	1	ltng-max		6	6	dmg-norm		25	25	gold%		75	75	gethit-skill	Cyclone Armor	5	15	cold-min		1	1	cold-max		2	2	cold-len		25	25					dmg%		320	320	deadly		25	25	dmg-ac		-100	-100	dmg%		100	100	ac%		75	75	oskill	150	4	4	gold%		10	10	ease		-20	-20	enr		10	10	dmg-pois	125	52	52		0
Sigon's Wrap 13	39	Sigon's Complete Steel 13	hbl	Plated Belt	7	9	6	whit	whit						5	2500	2	dmg%		100	100	freeze		3	3	block		30	30	fire-min		9	9	fire-max		27	27	ac%		200	200	str		20	20	ease		-20	-20	move3		40	40	dex		10	10	openwounds		50	50	hit-skill	197	5	10	res-pois		35	35	freeze		2	2	dmg%		20	20	cast3		20	20	dmg-min		1	1	dmg%		40	40	red-dmg		1	1		0
Sigon's Guard 13	40	Sigon's Complete Steel 13	tow	Tower Shield	7	9	6	whit	whit						5	2500	2	stam		15	15	gold%/lvl	20			red-dmg%		20	20	oskill	Spirit of Barbs	7	7	ac%		180	180	ac		15	15	swing3		30	30	att		117	117	res-pois		20	20	block		20	20	swing2		20	20	res-pois		30	30	regen		20	20	skilltab	8	2	2	hit-skill	Nova	25	9	block3		30	30	abs-ltng		14	14	dmg-min		13	13	block		30	30		0
Infernal Cranium 13	41	Infernal Tools 13	cap	Cap	7	7	5	lyel	lyel						5	2500	2	lifesteal		12	12	ac%		220	220	dmg%		200	200	gethit-skill	56	2	0	dmg-min		3	3	mana		13	13	red-mag		2	2	res-pois		27	27	pal	0	2	2	dur		20	20	oskill	101	20	20	abs-fire%		15	15	swing2		20	20	dex		15	15	red-mag		3	3	manasteal		8	8	dmg-cold	50	35	35	dmg%		30	30	dmg-max		2	2		0
Infernal Torch 13	42	Infernal Tools 13	gwn	Grim Wand	7	7	5	lyel	lyel						5	2500	2	thorns		10	10	res-pois		50	50	oskill	Raven	8	8	dmg%		320	320	regen		7	7	res-ltng		30	30	gold%		10	10	ac		150	150	pal		3	3	res-all		50	50	dmg-min		8	8	regen-mana		20	20	dmg%		180	180	hit-skill	Confuse	11	18	res-pois		10	10	res-fire	0	40	40	ltng-min		1	1	red-mag		15	15	ltng-max		5	5		0
Infernal Sign 13	43	Infernal Tools 13	tbl	Heavy Belt	7	7	5	lyel	lyel						5	2500	2	res-pois		90	90	fireskill		3	3	block2		50	50	hit-skill	Frost Nova	33	8	dmg%		20	20	res-fire		12	12	skilltab	0	1	1	indestruct				oskill	77	4	4	dmg-max		9	9	str		10	10	fire-min		7	7	ignore-ac		1	1	fire-max		14	14	cast2		10	10	ac%		30	30	dmg-cold	50	75	75	oskill	111	6	6	res-all		30	30		0
Berserker's Headgear 13	44	Berserker's Garb 13	hlm	Helm	7	5	3	dred	dred						5	2500	2	fire-max		10	10	dur		50	50	cold-min		1	1	cold-max		3	3	dmg%		275	275	dex		9	9	mag%		20	20	block		20	20	hp		30	30	manasteal		5	5	dmg%		130	130	str		15	15	att-skill	Glacial Spike	25	18	ignore-ac	1	1	1	ignore-ac		1	1	hp		20	20	res-all		7	7	ac		20	20	res-pois		25	25		0
Berserker's Hauberk 13	45	Berserker's Garb 13	spl	Splint Mail	7	5	3	dred	dred						5	2500	2	ac		15	15	str		50	50	red-dmg%		15	15	res-cold		30	30	ac-miss		400	400	dmg-to-mana		35	35	dmg-undead	0	54	54	hp		5	5	mag%		50	50	light-thorns		15	15	att		100	100	res-pois		50	50	dmg-norm		45	45	abs-ltng%		25	25	nofreeze		1	1	gethit-skill	Amplify Damage	35	14	allskills		2	2	thorns		6	6	stam		20	20		0
Berserker's Hatchet 13	46	Berserker's Garb 13	2ax	Double Axe	7	5	3	dred	dred						5	2500	2	att-und/lvl	16			abs-ltng%		25	25	res-pois-max		10	10	gethit-skill	Bone Armor	15	10	allskills		1	1	res-all		25	25	hp		20	20									dur		20	20	dmg-norm		7	7	dmg-mag		500	500	ac%		190	190	enr		15	15					dmg-to-mana	0	10	10					hp		30	30						0
Death's Hand 13	47	Death's Disguise 13	lgl	Leather Gloves	7	8	6	lred	lred						5	2500	2	freeze		3	3	ac%		200	200	rep-dur	5			abs-ltng%		15	15	gold%		37	37	att		50	50	res-cold		10	10	sor		1	1	ac		50	50	mana		10	10	regen-stam		25	25	nofreeze		1	1	ac%		200	200	res-cold		60	60	aura	Holy Fire	14	14	pierce-immunity-magic		300	300	move2		25	25	str		20	20	str		20	20		0
Death's Guard 13	48	Death's Disguise 13	lbl	Sash	7	8	6	lred	lred						5	2500	2	oskill	46	2	2	regen		20	20	deadly		55	55	ac		100	100	dur		125	125	hp%		5	5	red-dmg		2	2	mana		46	46	skilltab	13	3	3	dmg%		100	100	openwounds		30	30	all-stats		5	5	rep-dur	5			enr		10	10	balance2		50	50	ac	0	18	18	att%		5	5	balance2		8	8						0
Death's Touch 13	49	Death's Disguise 13	wsd	War Sword	7	8	6	lred	lred						5	2500	2	hp		8	8	oskill	38	6	6	ac%		100	100	dmg-pois	250	256	256	move2		25	25	res-cold		7	7	block2		30	30	gethit-skill	59	4	6					dmg-min		1	1	res-cold		26	26	ac		10	10	hit-skill	56	2	6	sock		2	2	ac%		130	130	skilltab	6	1	1	hp		25	25	oskill	84	6	6	dex		15	15		0
Angelic Sickle 13	50	Angelical Raiment 13	sbr	Sabre	7	17	12	lgry	lgry						5	2500	2	att-demon		200	200	att%		10	10	dmg%		80	80	pois-min	0	51	51	pois-max	0	51	51	pois-len	0	100	100	red-mag		8	8	res-cold		40	40	regen		23	23	cold-min		4	4	att		250	250	cold-max		8	8	skill-rand	3	36	60	crush		25	25	ac		25	25	skilltab	19	3	3	res-pois		9	9	res-fire		15	15	hp		100	100		0
Angelic Mantle 13	51	Angelical Raiment 13	rng	Ring Mail	7	17	12	lgry	lgry						5	2500	2	light-thorns		10	10	light		-3	-3	dmg%		300	300	indestruct		1	1	stam		180	180	gethit-skill	55	10	3	res-all		20	20	dmg-pois	100	77	77	swing2		30	30	mana		100	100	mana		36	36	dmg%		75	75	demon-heal		10	10	ac%		150	150	dmg-cold	50	35	35	res-all		10	10	dmg%		30	30	openwounds	0	20	20	res-fire		12	12		0
Angelic Halo 13	52	Angelical Raiment 13	rin	Ring	3	17	12	lgry	lgry						5	2500	2	swing2		15	15	att/lvl	24			manasteal		5	5	dmg-norm		62	62	res-fire	0	12	12	regen		15	15	oskill	244	6	6	ltng-min		1	1	ltng-max		20	20	res-all		10	10	res-all		10	10	str		15	15	red-dmg		2	2	hit-skill	Venom	25	15	half-freeze		1	1	ac		60	60	res-cold	0	16	16	hp		60	60	block2		30	30		0
Angelic Wings 13	53	Angelical Raiment 13	amu	Amulet	7	17	12	lgry	lgry						5	2500	2	noheal		1	1	dex		10	10	dmg-cold	100	22	22	hit-skill	Twister	8	13	mag%		50	50	light		4	4	mana		59	59	sor		2	2	manasteal		6	6	dmg%		120	120	manasteal		6	6	ac%		120	120	half-freeze		1	1	light		2	2	swing2		20	20	mag%		100	100	dmg-to-mana		35	35	ac		320	320	oskill	45	5	5		0
Arctic Horn 13	54	Arctic Gear 13	swb	Short War Bow	7	3	2	lgld	lgld						5	2500	2	freeze		3	3	dmg-ltng		20	20	swing2		20	20	dmg%		240	240	light		7	7	manasteal		8	8	hit-skill	Amplify Damage	33	3	dmg-demon		200	200	pal		2	2	reanimate	1	10	10	swing2		50	50	res-all		10	10	block		30	30	fire-min		2	2	ac		15	15	fire-max		4	4	all-stats		10	10	att		200	200	oskill	73	8	8		0
Arctic Furs 13	55	Arctic Gear 13	qui	Quilted Armor	7	3	2	lgld	lgld						5	2500	2	dmg-cold	100	6	6	dmg%		100	100	stupidity		1	1	swing2		30	30	oskill	Bone Prison	33	33	block		20	20	res-all		45	45	mana-kill		3	3	skilltab	13	3	3	randclassskill		0	6	dmg%		200	200	ltng-min	0	1	1	gethit-skill	Poison Nova	10	10	ltng-max	0	40	40	ease		-40	-40	ac%		100	100	res-cold-max		5	5	cast2		10	10	ac		100	100		0
Arctic Binding 13	56	Arctic Gear 13	vbl	Light Belt	7	3	2	lgld	lgld						5	2500	2	ac		20	20	regen		8	8	ac%		180	180	att%		25	25	mana-kill		15	15	swing2		40	40	att	0	60	60	skilltab	3	1	1	oskill	245	2	2	dmg-norm		50	50	ac%		220	220	rip		1	1	dmg%		280	280	abs-mag		8	8	mana		112	112	res-cold	0	20	20	str		4	4	skilltab	1	1	1	fade		1	1		0
Arctic Mitts 13	57	Arctic Gear 13	tgl	Light Gauntlets	7	3	2	lgld	lgld						5	2500	2	dru		1	1	dmg%		195	195	reduce-ac		33	33	indestruct		1	1	res-pois		95	95	fire-min		3	3	fire-max		10	10	gethit-skill	Cyclone Armor	5	15	skilltab	18	3	3	dmg-cold	50	6	6	openwounds		33	33	res-ltng		31	31	res-pois-len		75	75	extra-cold		20	20	dex		15	15	res-cold	0	10	10					dmg%		20	20						0
Arcanna's Sign 13	58	Arcanna's Tricks 13	amu	Amulet	1	20	15	blac	blac						5	2500	2	res-all		50	50	ac-miss		250	250	att%		50	50	balance3		24	24	dmg-max		6	6	skilltab	14	3	3	hp		40	40									swing2		20	20	dmg%		100	100	ac%		200	200	res-fire		24	24	oskill	Heart of Wolverine	3	3	swing2		30	30	ama		2	2	allskills		2	2	hit-skill	Mark of the Bear	100	1	aura	Fanaticism	15	15		0
Arcanna's Deathwand 13	59	Arcanna's Tricks 13	wst	War Staff	7	20	15	blac	blac						5	2500	2	dmg%		200	200	ac%		100	100	light-thorns		10	10	dmg-norm		20	20	mana		46	46	res-all		30	30													dmg%		140	140	ease		-20	-20	skilltab	0	3	3	manasteal		5	5	hp		50	50	abs-cold%		20	20	ac%		150	150	block		20	20	hit-skill	66	5	2	att		40	40		0
Arcanna's Head 13	60	Arcanna's Tricks 13	skp	Skull Cap	7	20	15	blac	blac						5	2500	2	block		10	10	dur		50	50	ignore-ac		1	1	res-fire		50	50	ac		8	8	dmg-pois	75	24	24	oskill	91	1	1	regen-mana		12	12	res-all		50	50	manasteal		8	8	lifesteal		15	15	crush		10	10	thorns		3	3	dmg%		150	150	dmg-norm		50	50	ac		10	10	hit-skill	66	5	2					str		5	5		0
Arcanna's Flesh 13	61	Arcanna's Tricks 13	ltp	Light Plate	7	20	15	blac	blac						5	2500	2	swing2		20	20	gold%		70	70	lifesteal		13	13	cast2		25	25	extra-cold		5	5	ac		6	6	res-ltng		25	25	att/lvl	33			manasteal	0	10	10	stam		50	50	lifesteal		12	12	dmg%		200	200	cast3		20	20	extra-pois		50	50	ac-miss		50	50	res-pois		30	30					res-pois-max		5	5						0
Expansion																																																																																															
Natalya's Totem 13	62	Natalya's Odium 13	xh9	Grim Helm	7	22	59	dgry	dgry						5	5000		red-dmg		5	5	hit-skill	121	5	4	balance2		30	30	dmg-norm		50	50	vit		20	20	dmg%		270	270	stam		30	30	ass		1	1	regen		10	10	hp/lvl	10			crush		33	33	aura	Holy Freeze	12	12	reduce-ac		33	33	res-all		25	25	lifesteal		10	10	oskill	82	6	6	red-dmg		4	4	ac		150	150	dmg-max		7	7		0
Natalya's Mark 13	63	Natalya's Odium 13	7qr	Scissors Suwayyah	7	22	79	dgry	dgry						5	5000		res-all		15	15	dex		5	5	block		20	20	dmg%		250	250	gethit-skill	Iron Maiden	8	6	reduce-ac		25	25	oskill	92	13	13	indestruct		1	1	balance2		20	20	dmg-min		5	5	res-fire		20	20	dmg-undead		50	50	dmg-undead		50	50	dur		100	100	rep-dur	25			light		-3	-3	skilltab	10	1	1	dmg%		20	20	att		30	30		0
Natalya's Shadow 13	64	Natalya's Odium 13	ucl	Loricated Mail	7	22	73	dgry	dgry						5	5000		ac%		150	150	lifesteal		7	7	manasteal		15	15	red-dmg%		20	20	crush		50	50	res-pois	0	40	40	vit		10	10	light		3	3	hp		150	150	pal	0	1	1	dmg-min		5	5	fire-min		2	2	dmg%		220	220	fire-max		3	3	ac%		200	200	res-fire-max		15	15	hit-skill	Mark of the Wolf	100	1	skilltab	7	2	2	skilltab	6	1	1		0
Natalya's Soul 13	65	Natalya's Odium 13	xmb	Mesh Boots	7	22	25	dgry	dgry						5	5000		stupidity		1	1	crush		25	25	oskill	54	1	1	hit-skill	72	5	5	dur		40	40	allskills		2	2	balance2		20	20	ac		18	18	hp		20	20	noheal		1	1	str		15	15	ac/lvl	16			hit-skill	45	10	3	res-ltng		30	30	hp		50	50	oskill	39	10	10	skilltab	9	1	1	lifesteal		3	3	ac		200	200		0
Aldur's Stony Gaze 13	66	Aldur's Watchtower 13	dr8	Hunter's Guise	7	29	36	oran	oran						5	5000	2	oskill	Raven	14	14	skilltab	16	2	2	ac/lvl	8			red-mag		1	1	dmg%		80	80	ltng-min		1	1	ltng-max		8	8	enr		10	10	abs-cold%		25	25	cold-min		1	1	cast2		10	10	cold-max		4	4	mana	0	60	60	cold-len		125	125	res-pois		12	12	stam		20	20	hp		50	50	res-all	0	10	10	att		200	200		0
Aldur's Deception 13	67	Aldur's Watchtower 13	uul	Shadow Plate	7	29	76	oran	oran						5	5000	2	res-all		15	15	dmg%		195	195	lifesteal		10	10	ama		1	1	red-mag		9	9	res-cold		20	20	att		100	100	dmg-pois	75	52	52	str		10	10	oskill	34	3	3	dmg%		250	250	dmg-norm		50	50	sock	3			res-pois-max		10	10	att-demon		100	100	block3		40	40	ac/lvl	24			swing2		20	20	res-pois		10	10		0
