index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Pelta Lunata	94	0	1			1		3	2	buc	Buckler		5	5000	whit			invbucu				dmg%		255	325	att-undead		250	350	str		10	10	thorns		8	8	res-all		50	50	fire-min		2	2	fire-max		6	11	lifesteal		6	8	dex		11	15	aura	Sanctuary	16	18	mana%		5	5	mana		100	100		0
Umbral Disk	95	0	1			1		12	9	sml	Small Shield		5	5000	lgry			invsmlu				dmg%		80	100	res-pois-len		50	50	light		2	2	gethit-skill	76	5	1	nec		1	1	rep-dur	10			swing3		30	30	mag%		25	25	regen		5	5	thorns		30	30	att		43	57	sock		1	2		0
Stormguild	96	0	1			1		18	13	lrg	Large Shield		5	5000	dgry			invlrgu				ac		14	14	vit		8	8	dmg-cold		1	200	dmg-mag		80	240	pierce-ltng		35	35	mana/lvl	5			aura	Cleansing	13	17	res-fire		50	50	mag%		40	40	ac/lvl	24			att		39	51	oskill	52	3	3		0
Wall of the Eyeless	97	0	1			1		27	20	bsh	Bone Shield		5	5000	lgld			invbshu				crush		25	25	dmg-norm		20	40	att%		200	200	dmg%		250	250	stam		50	50	reanimate	1	10	10	ac%		120	150	balance2		10	10	death-skill	Meteor	100	31	ac		30	30	regen		5	5	mana		21	26		0
Swordback Hold	98	0	1			1		20	15	spk	Spiked Shield		5	5000	lred			invspku				cold-min		1	1	cold-max		2	3	lifesteal		5	7	oskill	151	1	3	res-all		8	8	dmg-to-mana		20	20	swing2		10	10	att%		50	50	att	0	121	150	dmg%		70	100	str		1	1	hit-skill	Amplify Damage	33	3		0
Steelclash	99	0	1			1		23	17	kit	Kite Shield		5	5000	blac			invkitu				res-fire		16	20	att-undead		175	250	lifesteal		20	20	cold-min	0	10	10	cold-max	0	14	14	cold-len	0	75	75	allskills		1	1	regen-stam		15	15	res-all		20	30	balance2		10	10	att		100	100	openwounds		33	33		0
Bverrit Keep	100	0	1			1		26	19	tow	Tower Shield		5	5000	lblu			invtowu				res-all		20	20	hp/lvl	10			ac%		100	100	fireskill		3	3	openwounds		66	66	ac		65	65	hp		40	40	str	0	8	8	dmg-max		1	3	regen-stam		10	10	cast3		20	20	oskill	71	8	8		0
The Ward	101	0	1			1		35	26	gts	Gothic Shield		5	5000	dblu			invgtsu				dmg%		30	50	dmg-ltng		1	20	dmg-norm		15	25	ease		-20	-20	dur		30	30	lifesteal		10	15	swing2		20	20	res-mag		-65	-45	oskill	37	3	3	dru		2	2	mag%	0	24	24	res-ltng	0	25	25		0
The Hand of Broc	102	0	1			1		7	5	lgl	Gloves		5	5000	cblu	cblu						dmg%		100	100	mag%		10	10	oskill	245	2	2	stam/lvl	8			cast2		20	20	ease		-20	-20	light		8	8	fire-min		1	1	fire-max		2	6	hit-skill	Tornado	20	15	bar		2	2	att		50	50		0
Bloodfist	103	0	1			1		12	9	vgl	Heavy Gloves		5	5000	oran	oran						balance2		40	40	res-all-max		5	5	abs-ltng		20	20	lifesteal		5	9	openwounds		33	33	oskill	Feral Rage	3	6	pierce-cold		3	5	dmg%		300	385	abs-mag		10	15	dmg-undead		250	300	mana	0	24	24	ac		16	22		0
Chance Guards	104	0	1			1		20	15	mgl	Bracers		5	5000	lred	lred						att		35	35	hp		40	40	ama		1	1	res-fire		20	20	dmg%/lvl	24			dmg%		160	210	levelup-skill	Frost Nova	100	43	swing2		10	10	manasteal		10	10	ac/lvl	8			mana		31	40	oskill	43	8	8		0
Magefist	105	0	1			1		31	23	tgl	Light Gauntlets		5	5000	lgry	lgry						mana		25	25	dmg-undead		50	50	res-cold		25	25	att		200	250	dmg%		160	210	oskill	Hydra	10	10	ac		25	25	hp		75	75	indestruct		1	1	skilltab	7	1	1	balance1		10	10	mag%		100	100		0
Frostburn	106	0	1			1		39	29	hgl	Gauntlets		5	5000	dred	dred						dur		50	50	light		-2	-2	mana-kill		3	5	ac%		60	60	allskills		2	2	aura	Cleansing	13	17	balance2		25	25	thorns		30	30	hp		75	75	res-fire		8	10	regen-stam		10	10	dmg-max		2	2		0
Hotspur	107	0	1			1		7	5	lbt	Leather Boots		5	5000	cred	cred						enr		10	10	res-cold		21	30	dmg-norm		20	40	all-stats		10	20	oskill	56	60	11	skilltab	13	1	3	light		-2	-2	ac-hth		40	40	str		25	30	fire-min		1	1	fire-max		2	3	swing2		25	25		0
Gorefoot	108	0	1			1		12	9	vbt	Heavy Boots		5	5000	dblu	dblu						res-all		3	7	light		1	1	res-pois-max		15	15	light-thorns		7	7	gethit-skill	Terror	14	13	balance3		55	55	att		73	87	ama		2	2	vit/lvl	4			cold-min		3	4	cold-max		5	8	ac		100	100		0
Treads of Cthon	109	0	1			1		20	15	mbt	Chain Boots		5	5000	lgrn	lgrn						mana		15	15	regen-mana		30	30	oskill	42	2	2	regen		5	5	light-thorns		15	15	deadly		100	100	fire-min		11	25	fire-max		31	50	dmg-ltng		1	237	skilltab	1	1	1	res-fire		25	25	res-all		10	20		0
Goblin Toe	110	0	1			1		30	22	tbt	Light Plate Boots		5	5000	dgry	dgry						cold-min		2	2	cold-max		3	4	cold-len		25	25	crush		40	40	gold%		50	50	lifesteal		10	10	light		-3	-3	manasteal		10	15	att		50	50	dmg%		195	195	oskill	Bone Spirit	1	2	str		10	15		0
Tearhaunch	111	0	1			1		39	29	hbt	Plate Boots		5	5000	dgrn	dgrn						vit		10	10	ease		-60	-60	dur		20	20	swing2		50	50	att%		60	120	att	0	40	40	red-mag		7	7	res-cold		10	11	res-ltng		16	20	skilltab	8	3	3	str		7	9	res-all	0	25	25		0
Lenyms Cord	112	0	1			1		10	7	lbl	Sash		5	5000	cgrn	cgrn						oskill	54	20	1	ac%		20	30	dmg-pois	75	24	24	mana		-5	-5	half-freeze		1	1	str		3	5	ltng-min		1	1	ltng-max		9	9	dmg%		230	280	vit		10	15	dmg-ltng		41	240	skilltab	20	1	1		0
Snakecord	113	0	1			1		16	12	vbl	Light Belt		5	5000	blac	blac						str		10	10	dmg%		60	70	hit-skill	53	5	10	res-ltng		25	25	heal-kill		10	15	mana-kill		2	2	ac%		75	100	ac		75	125	skilltab	9	3	3	dex		2	3	dmg-pois	100	39	39	mana	0	20	20		0
Nightsmoke	114	0	1			1		27	20	mbl	Belt		5	5000	lyel	lyel						mana		25	50	swing2		30	30	att		28	28	move2		20	20	ac%		130	140	dmg-cold	50	37	133	dmg%		60	60	red-mag		15	15	ac/lvl	32			res-fire	0	12	12	att-skill	36	10	4	oskill	73	8	8		0
Goldwrap	115	0	1			1		36	27	tbl	Heavy Belt		5	5000	lblu	lblu						dmg-undead		50	60	red-mag		3	3	ac		25	25	indestruct		1	1	hit-skill	Life Tap	5	10	mana		50	50	dmg%	0	41	50	mag%		5	7	skilltab	6	1	1	hp		41	60	manasteal		3	3	oskill	21	3	3		0
Bladebuckle	116	0	1			1		39	29	hbl	Girdle		5	5000	dyel	dyel						ac		-8	-8	res-ltng		25	25	noheal		1	1	oskill	59	2	2	att-skill	47	10	0	ac%		90	120	swing2		20	20	dmg%		280	330	red-mag		15	15	mag%		5	10	str		5	5	res-pois-len		75	75		0
Nokozan Relic	117	0	1			1		14	10	amu	Amulet		5	5000	lgld							light		-1	-1	att-undead		100	100	noheal		1	1	lifesteal		5	5	dmg%		60	70	mana-kill		2	2	block		30	30	regen-mana		20	20	red-dmg		4	7	fire-min		10	27	fire-max		28	43	res-fire		40	50		0
The Eye of Etlich	118	0	1			1		20	15	amu	Amulet		5	5000	dgld							mana-kill		5	5	dmg-to-mana		30	30	hp		80	80	cast2		25	25	light		2	2	att-skill	Charged Bolt	20	20	block2		20	20	red-mag		3	3	manasteal		5	5	ac		15	15	dmg%		10	20	skilltab	19	2	2		0
The Mahim-Oak Curio	119	0	1			1		34	25	amu	Amulet		5	5000	lpur							red-mag		2	2	nec		3	3	fire-min		4	7	fire-max		8	19	dmg%		160	210	oskill	69	4	4	red-dmg		7	7	dmg-undead	0	200	200	thorns		10	10	res-all		22	22	openwounds		40	40	stam		4	8		0
Nagelring	120	0	1			1		10	7	rin	Ring		5	5000	dpur							dmg-min		1	4	pierce-pois		23	23	res-mag		-65	-45	oskill	77	3	3	ease		-40	-40	pierce-immunity-cold		300	300	fire-min		2	2	fire-max		3	5	slow		20	20	mana		8	13	hp		20	20	hit-skill	Confuse	11	18		0
Manald Heal	121	0	1			1		20	15	rin	Ring		5	5000	oran							att		100	200	dmg/lvl	25			str		25	30	openwounds		25	25	pierce-pois		3	5	aura	Thorns	15	21	allskills		2	2	dmg%		35	35	hit-skill	Tornado	10	9	ac%		40	40	enr		16	20	res-pois-len	0	75	75		0
The Stone of Jordan	122	0	1			1		39	29	rin	Ring		5	5000	whit							dmg-norm		3	7	dex		10	10	ac-miss		50	50	cast2		20	20	hp/lvl	4			str		20	20	dru		1	2	dmg%		180	230	swing2		15	15	res-all		8	8	dmg-demon		10	25	dmg-max		2	3	1	0
Amulet of the Viper	123	0	1			1		0	0	vip	Amulet		5	5000	lgry							mana		10	10	res-pois		25	25	hp		10	10			0	0			0	0			0	0			0	0																						0
Staff of Kings	124	0	1			1		0	0	msf	Staff		5	5000	dgry							res-all		10	10	swing3		50	50			0	0			0	0			0	0			0	0			0	0																						0
Horadric Staff	125	0	1			1		0	0	hst	Staff		5	5000	blac							mana		10	10	res-pois		25	25	hp		10	10	res-all		10	10	swing3		50	50			0	0			0	0																						0
Hell Forge Hammer	126	0	1			1		0	0	hfh	Hammer		5	5000	cred							fire-min		5	5	fire-max		20	20	res-fire		40	40	ac		35	35			0	0			0	0			0	0																						0
KhalimFlail	127	0	1			1		0	0	qf1	Flail		5	5000	dblu							ltng-min		1	1	ltng-max		20	20	swing3		50	50	att		40	40			0	0			0	0			0	0																						0
SuperKhalimFlail	128	0	1			1		0	0	qf2	Flail		5	5000	dblu							ltng-min		1	1	ltng-max		40	40	swing3		50	50	att		40	40	manasteal		6	6	lifesteal		6	6			0	0																						0
Expansion																																																																							0
Coldkill	129	100	1			1		44	36	9ha	Hatchet		5	5000	cblu	cblu		invhaxu				res-fire		20	20	dmg%		50	60	cast1		10	10	skilltab	13	3	3	pal		1	1	light		-2	-2	ac%		190	220	swing2		20	20	allskills		1	1	dmg-pois	100	128	128	str		1	1	oskill	34	2	2		0
Butcher's Pupil	130	100	1			1		47	39	9ax	Cleaver		5	5000	cblu	cblu		invaxeu				res-cold		30	30	res-ltng		25	25	mana%		20	20	regen		6	12	res-fire		5	5	dur		20	20	lifesteal		5	9	ac%		140	170	red-mag		5	8	oskill	Summon Spirit Wolf	30	18	att-demon		100	100	manasteal		10	10		0
Islestrike	131	100	1			1		51	43	92a	Twin Axe		5	5000								move2		45	45	att	0	150	150	dmg-fire		60	180	allskills		1	1	cold-min		2	2	cold-max		3	4	cold-len		25	25	dmg%		280	320	ac%		70	70	ac	0	18	18	res-all		30	30	dmg		10	30		0
Pompe's Wrath	132	100	1			1		53	45	9mp	Crowbill		5	5000	cred	cred		invmpiu				gethit-skill	Slow Missiles	4	5	indestruct		1	1	deadly		35	35	dex		10	10	pois-min		32	32	pois-max		72	72	pois-len		100	100	nofreeze		1	1	state	fullsetgeneric	1	1	swing2		20	20	oskill	Blizzard	12	16	mag%	0	9	9		0
Guardian Naga	133	100	1			1		56	48	9wa	Naga		5	5000								balance2		30	30	swing3		15	15	ac%		150	190	hp%		20	20	oskill	Oak Sage	15	2	dmg%		180	230	cast2		20	20	death-skill	Chain Lightning	100	44	red-mag		3	3	pierce-fire		15	15	mag%		1	4	att-demon		25	50		0
Warlord's Trust	134	100	1			1		43	35	9la	Military Axe		5	5000	whit	whit						stamdrain		15	15	pal		2	2	fire-min		3	3	fire-max		6	6	oskill	52	45	10	skilltab	2	2	2	cast2		10	10	ac%		66	80	hit-skill	52	2	10	freeze		3	3	sock		1	2	allskills		2	2		0
Spellsteel	135	100	1			1		47	39	9ba	Bearded Axe		5	5000	whit	whit						att		88	102	pois-min	0	143	143	pois-max	0	143	143	pois-len	0	179	179	res-all		50	50	balance2		15	15	swing2		20	20	light		-2	-2	str		5	5	ac%		150	200	ac/lvl	16			half-freeze		1	1		0
Stormrider	136	100	1			1		49	41	9bt	Tabar		5	5000	lred	lred		inv9btu				res-pois		20	20	dmg-cold	75	3	5	light		-2	-2	ac%		80	100	mag%/lvl	8			red-dmg%		15	20	dmg%		180	230	str		15	15	att		10	20	res-cold		13	15	att%		5	5	oskill	21	5	5		0
Boneslayer Blade	137	100	1			1		50	42	9ga	Gothic Axe		5	5000				invgaxu				openwounds		50	50	dmg%		20	20	oskill	13	3	3	gold%/lvl	15			dmg-cold	75	25	75	ac		50	50	dex	0	8	8	res-ltng	0	12	12	skilltab	20	3	3	att-undead		25	50	state	fullsetgeneric	1	1	allskills		1	1		0
The Minataur	138	100	1			1		53	45	9gi	Ancient Axe		5	5000				inv9giu				dex		10	10	dmg-to-mana		10	10	gethit-skill	Lower Resist	10	7	abs-ltng		3	9	dmg-mag		100	180	light		1	1	mana		33	33	ac%		130	160	res-pois		40	40	ease		-20	-20	ac		20	30	move3		40	40		0
Suicide Branch	139	100	1			1		41	33	9wn	Burnt Wand		5	5000								ac%		40	40	enr		35	35	att	0	40	40	dmg-ltng		41	240	lifesteal		8	8	dmg-max		10	10	dmg%		50	50	res-all		18	18	oskill	Fire Ball	18	18	reduce-ac		33	33										0
Carin Shard	140	100	1			1		43	35	9yw	Petrified Wand		5	5000	cblu	cblu						dmg%		50	50	ac		-8	-8	dmg-ltng		1	212	ac/lvl	16			abs-fire/lvl	6			regen-mana		10	10	pierce-cold		3	5	extra-pois		25	50	half-freeze		1	1	res-fire		38	45	dex		10	10	att		10	20		0
Arm of King Leoric	141	100	1			1		44	36	9bw	Tomb Wand		5	5000				invbwnu				crush		33	33	res-ltng		60	60	swing3		30	30	block		30	30	dex/lvl	4			regen		-30	-30	freeze		2	2	ac/lvl		16	16	skilltab	17	1	1	balance2		25	25	dex		4	5	oskill	59	5	5		0
Blackhand Key	142	100	1			1		49	41	9gw	Grave Wand		5	5000	blac	blac		inv9gwu				cold-min		2	4	cold-max		4	8	hp		50	50	dmg%		180	220	res-pois		40	40	mana		30	30	mana%		5	5	ltng-min		1	1	ltng-max		14	25	state	fullsetgeneric	1	1	att-demon		151	200	red-mag		5	5		0
Dark Clan Crusher	143	100	1			1		42	34	9cl	Cudgel		5	5000	dgld	dgld		invclbu				att		100	100	dmg-max		15	15	dmg-fire		3	6	dmg-norm		15	25	lifesteal		5	5	red-mag		6	10	dmg%		230	280	balance3		40	40	swing2		40	40	hp		66	66	res-pois-max		5	5	mag%		50	50		0
Zakarum's Hand	144	100	1			1		45	37	9sc	Rune Scepter		5	5000	lpur	lpur						hp		5	5	ltng-min		1	1	ltng-max		261	360	ac%		20	30	att		28	28	dmg-min		5	8	manasteal		7	7	vit		5	10	res-fire-max		5	5	regen		10	10	enr		4	6	res-all		30	50		0
The Fetid Sprinkler	145	100	1			1		46	38	9qs	Holy Water Sprinkler		5	5000								dmg%		100	100	dmg-cold	100	3	6	swing2		20	20	str		10	10	ac%		120	160	ama		2	2	res-all		25	35	res-fire		5	5	light		1	1	mana/lvl	2			att-skill	36	10	4	oskill	14	4	4		0
Hand of Blessed Light	146	100	1			1		50	42	9ws	Divine Scepter		5	5000	lyel							allskills		1	1	att		30	30	deadly		35	35	oskill	142	4	4	lifesteal		7	10	ac%		140	170	dmg-pois	50	187	187	res-pois		100	100	openwounds		100	100	dmg-cold	50	25	35	res-ltng		5	5	str		11	15		0
Fleshrender	147	100	1			1		46	38	9sp	Barbed Club		5	5000	blac			invspcu				ac%		60	100	res-pois		30	50	cast2		30	30	dmg-pois	250	403	403	oskill	Critical Strike	1	6	hit-skill	Quickness	5	1	str		10	10	att		50	50	ac		45	50	dru		2	2	dmg-max		11	14	hp		5	10		0
Sureshrill Frost	148	100	1			1		47	39	9ma	Flanged Mace		5	5000								dmg-max		15	25	enr		10	10	allskills		5	5	oskill	Blizzard	12	16	red-mag		3	3	hp		40	40	dmg-undead		200	200	res-pois		35	50	att		2	4	ass		2	2	red-dmg		1	1	res-all	0	25	25		0
Moonfall	149	100	1			1		50	42	9mt	Jagged Star		5	5000				invmstu				res-fire		15	15	lifesteal		3	7	dmg-pois	100	409	409	ease		-25	-25	dex		5	5	dmg-fire		211	371	oskill	Summon Fenris	18	15	ac/lvl	24			dmg-undead		200	200	att		88	102	skilltab	4	1	1	balance1		7	7		0
Baezil's Vortex	150	100	1			1		53	45	9fl	Knout		5	5000	dblu	dblu						att		50	100	deadly/lvl	8			gethit-skill	92	9	6	heal-kill		7	12	dmg-pois	250	300	300	half-freeze		1	1	dmg-ltng		1	473	kill-skill	Chain Lightning	50	20	ac		305	415	manasteal	0	2	2	dmg%		10	20	dmg-cold	25	1	1		0
Earthshaker	151	100	1			1		51	43	9wh	Battle Hammer		5	5000								mana		20	20	dmg%		180	220	res-ltng		15	15	cast2		20	20	gethit-skill	56	2	0	regen		10	18	pierce-cold		7	15	allskills		4	4	att		66	66	att%		20	20	dmg-min		2	2	oskill	36	6	6		0
Bloodtree Stump	152	100	1			1		56	48	9m9	War Club		5	5000	dred							ac		25	25	res-all		5	5	thorns		15	15	dmg%		160	200	dmg-norm		12	45	dur		10	10	oskill	35	3	3	dmg		10	30	swing1		10	10	res-pois-len		25	25	str		16	20	hp		150	150		0
The Gavel of Pain	153	100	1			1		53	45	9gm	Martel de Fer		5	5000				inv9gmu				att		100	150	half-freeze		1	1	ac%		180	220	red-dmg		10	15	hit-skill	66	4	1	dmg%		160	210	str		10	15	extra-pois		3	5	ac-miss		35	35	hp		50	75	res-all		22	22	att-skill	53	8	5		0
Bloodletter	154	100	1			1		38	30	9ss	Gladius		5	5000	cred	cred						light		1	1	dmg-norm		10	45	balance2		50	50	dmg%		150	200	str		15	15	pierce-ltng		35	35	dmg-to-mana		20	20	res-pois		27	27	mana		2	4	dex		2	2	hp		21	25	block		30	30		0
Coldsteel Eye	155	100	1			1		39	31	9sm	Cutlass		5	5000	dgry			invscmu				lifesteal		9	12	enr		10	10	att%		20	20	dmg-undead		25	50	ac%		140	170	cast2		35	35	allskills		2	2	stupidity		1	1	res-cold		31	40	red-dmg		3	3	str		4	5	oskill	6	10	10		0
Hexfire	156	100	1			1		41	33	9sb	Shamshir		5	5000				invsbru				ltng-min		1	1	ltng-max		18	44	ass		2	2	hp		44	44	str		5	5	hit-skill	Taunt	10	1	skilltab	10	1	1	gold%		50	50	dmg-ltng		1	50	dmg-cold	125	63	112	thorns		20	20	vit		10	10		0
Blade of Ali Baba	157	100	1			1		43	35	9fc	Tulwar		5	5000	cred	cred						dmg-pois	75	21	21	light		4	4	freeze		2	4	dmg-fire		12	17	crush		25	25	dex		20	20	str		20	30	mana		20	20	skilltab	12	1	1	hp		20	20	dmg-ac		-10	-20						0
Ginther's Rift	158	100	1			1		45	37	9cr	Dimensional Blade		5	5000	cblu			inv9cru				dmg-norm		15	27	light		1	1	dmg%		175	225	dur		250	250	hit-skill	Chain Lightning	10	17	str		6	6	ac%		75	75	ac		17	17	att/lvl	10			thorns		20	20	res-ltng		21	25	att		75	75		0
Headstriker	159	100	1			1		47	39	9bs	Battle Sword		5	5000	bwht	bwht						move2		20	20	regen-mana		43	43	cast3		30	30	levelup-skill	Blizzard	100	40	oskill	55	3	3	res-cold		10	10	cold-min		2	3	cold-max		3	5	att		50	50	pal	0	1	1	ama		1	2	lifesteal		8	8		0
Plague Bearer	160	100	1			1		49	41	9ls	Rune Sword		5	5000				inv9lsu				res-pois		50	50	light		-2	-2	heal-kill		6	9	lifesteal		6	12	dmg-pois	50	187	187	att%		30	30	vit		15	15	indestruct		1	1	mana		25	25	ac		25	25	att		49	76	nofreeze		1	1		0
The Atlantian	161	100	1			1		50	42	9wd	Ancient Sword		5	5000	lblu	lblu						dmg-undead		50	50	mag%/lvl	8			res-ltng/lvl	8			regen		12	12	att-undead		150	250	dmg%		220	270	cast2		45	45	hit-skill	Bone Spear	100	18	ac-miss		100	100	bar		1	1	red-dmg		2	2	state	monsterset	1	1		0
Crainte Vomir	162	100	1			1		50	42	92h	Espadon		5	5000	lgld			inv2hsu				cast1		10	10	dmg%		250	250	heal-kill		7	12	ac%		50	50	dmg-fire		60	180	res-all		8	8	dmg-ltng		7	477	mana		1	2	swing1		15	15	hp		1	5	ease		-15	-15	ac		200	200		0
Bing Sz Wang	163	100	1			1		51	43	9cm	Dacian Falx		5	5000								gold%/lvl	25			att		50	100	allskills		1	1	dur		30	30	pois-min	0	143	143	pois-max	0	143	143	pois-len	0	179	179	ac%		170	200	res-cold		15	25	nec	0	2	2	swing2		30	30	vit		20	20		0
The Vile Husk	164	100	1			1		52	44	9gs	Tusk Sword		5	5000	dgry	dgry		invgisu				hit-skill	64	5	3	res-fire		20	20	res-all	0	15	15	cold-min	0	10	10	cold-max	0	14	14	cold-len	0	75	75	oskill	73	5	5	ac/lvl	16			lifesteal		7	7	swing2		20	20	ac		14	14	crush		15	15		0
Cloudcrack	165	100	1			1		53	45	9b9	Gothic Sword		5	5000				invbswu				oskill	114	2	2	res-fire-max		10	10	res-ltng/lvl	8			balance2		20	20	mana		50	75	rip		1	1	str		15	15	enr		35	35	dmg%	0	66	80	mag%		3	7	sor		2	2	lifesteal		10	10		0
Todesfaelle Flamme	166	100	1			1		54	46	9fb	Zweihander		5	5000				inv9fbu				skilltab	20	2	2	ac%		40	40	lifesteal		15	15	enr		4	6	pois-min	0	51	51	pois-max	0	51	51	pois-len	0	100	100	dmg%		150	180	move2		65	65	dmg-min		5	10	swing2		20	20	mana		45	45		0
Swordguard	167	100	1			1		55	48	9gd	Executioner Sword		5	5000	bwht	bwht		invgsdu				nofreeze		1	1	dmg%		123	123	res-all		20	35	ac%		120	160	crush		15	15	gold%		100	100	res-fire		-30	-30	extra-cold		25	30	oskill	Critical Strike	1	6	allskills		3	3	swing2		20	20	dmg-pois	75	24	24		0
Spineripper	168	100	1			1		40	32	9dg	Poignard		5	5000								att		35	35	skilltab	11	2	2	ac%		25	25	abs-cold%		15	25	block2		20	20	vit		16	16	dmg%		200	200	mag%		3	7	dmg-pois	125	205	205	dmg-max		6	7	oskill	21	3	3	lifesteal		10	10		0
Heart Carver	169	100	1			1		44	36	9di	Rondel		5	5000								regen-stam		25	25	light		-3	-3	manasteal		5	5	res-cold-max		15	15	cast2		10	10	dmg/lvl	8			dmg-ltng		1	30	swing2		20	20	aura	Sanctuary	16	18	skilltab	12	2	2	sor		1	1	stam		30	30		0
Blackbog's Sharp	170	100	1			1		46	38	9kr	Cinquedeas		5	5000				invkrsu				regen		5	5	res-all		25	25	res-cold		21	25	lifesteal	0	5	5	vit		20	20	openwounds		25	25	cold-min		4	4	cold-max		8	8	cold-len		75	75	block2		20	20	ac		50	50	move2		20	20		0
Stormspike	171	100	1			1		49	41	9bl	Stilleto		5	5000	cblu	cblu		inv9blu				manasteal		5	5	reanimate	1	10	10	swing2		50	50	lifesteal		9	13	all-stats		30	30	move2		65	65	mag%	0	24	24	ignore-ac		1	1	dmg-pois	75	24	24	gold%		21	30	hit-skill	36	10	8	ac		100	100		0
The Impaler	172	100	1			1		39	31	9sr	War Spear		5	5000	lred	lred						deadly		100	100	deadly/lvl	8			dmg-norm		25	50	res-all		20	30	dmg-fire		236	480	str		15	20	dex		10	10	light		5	5	dmg%	0	81	100	bar	0	1	1	swing2		30	30	oskill	16	4	4		0
Kelpie Snare	173	100	1			1		41	33	9tr	Fuscina		5	5000				invtriu				dmg%		50	60	manasteal		3	3	dex		10	10	cast1		20	20	red-dmg%		15	20	hp/lvl	8			res-fire		20	20	dmg-cold		1	200	freeze		1	1	hp		100	100	res-pois	0	40	40	oskill	56	2	2		0
Soulfeast Tine	174	100	1			1		43	35	9br	War Fork		5	5000	lyel	lyel		inv9bru				res-ltng		60	60	oskill	Inferno Sentry	1	2	skilltab	13	2	2	light		1	1	dmg-max		2	5	dmg%		10	20	ac		25	25	ac%		180	220	half-freeze		1	1	allskills		2	4	gethit-skill	101	50	0						0
Hone Sundan	175	100	1			1		45	37	9st	Yari		5	5000								ease		-10	-10	bar		3	3	openwounds		33	33	skilltab	7	1	3	pierce-fire		3	5	half-freeze		1	1	str		15	15	ignore-ac		1	1	res-cold		21	25	dmg-min		1	1	oskill	34	2	2	freeze	0	1	1		0
Spire of Honor	176	100	1			1		47	39	9p9	Lance		5	5000	lgry	lgry						dex		15	15	deadly		35	35	skilltab	13	1	3	mag%		10	15	hp		57	57	oskill	Fire Mastery	1	2	res-all	0	14	14	ac%		51	65	dmg-demon		51	100	enr		4	6	att-skill	53	8	3	swing1		10	10		0
The Meat Scraper	177	100	1			1		49	41	9b7	Lochaber Axe		5	5000	dred	dred						res-fire		38	45	hp/lvl	8			enr		5	5	balance3		30	30	att		13	25	hp		66	66	ltng-min		1	1	ltng-max		4	7	hp%		5	5	ac%		101	200	dmg-undead		50	60	oskill	21	5	5		0
Blackleach Blade	178	100	1			1		50	42	9vo	Bill		5	5000	blac	blac						str		7	10	slow		30	30	ac		50	50	res-ltng	0	11	20	swing2		20	20	mana		45	45	hit-skill	Life Tap	15	5	att-demon		101	150	abs-cold/lvl		2	2	pois-min		8	8	pois-max		24	24	pois-len		75	75		0
Athena's Wrath	179	100	1			1		50	42	9s8	Battle Scythe		5	5000				inv9s8u				dmg%		80	120	att		28	28	light		4	4	swing2		15	15	vit		5	10	res-cold		20	20	res-all		20	20	thorns	0	8	8	skilltab	15	1	1	dmg-pois	100	77	77	block		10	10	dmg-ltng		15	15		0
Pierre Tombale Couant	180	100	1			1		51	43	9pa	Partizan		5	5000	lgld	lgld						light		2	2	dmg-und/lvl	20			ac-miss		80	80	gethit-skill	76	6	2	manasteal		5	7	ac%		70	100	cast2		25	25	ease		-30	-30	res-fire		50	50	bar		2	2	oskill	82	6	6	dmg-pois	75	21	21		0
Husoldal Evo	181	100	1			1		52	44	9h9	Bec-de-Corbin		5	5000								res-pois		50	50	att%		100	100	abs-fire%		15	15	oskill	Enchant	20	23	swing2		30	30	res-cold		-90	-70	res-all		15	15	dmg%		160	160	str		5	5	allskills		1	1	noheal		1	1	hp		6	10		0
Grim's Burning Dead	182	100	1			1		52	45	9wc	Grim Scythe		5	5000	cred	cred						ac		-8	-8	dur		20	20	regen		12	12	swing2		10	10	dmg%		350	400	crush		25	25	res-pois		25	25	thorns		8	10	hit-skill	72	10	3	hp%		5	5	ass		1	1	hp		5	10		0
Razorswitch	183	100	1			1		36	28	8ss	Jo Stalf		5	5000	lpur							ignore-ac		1	1	swing1		10	10	ama		1	1	ac%		80	120	dru		2	2	att%		25	25	aura	Holy Freeze	18	18	gethit-skill	Fade	6	11	hit-skill	Tornado	10	9	ac		15	15	rep-dur	3			manasteal	0	10	10		0
Ribcracker	184	100	1			1		39	31	8ls	Quarterstaff		5	5000	lblu	lblu						regen-mana		10	10	light		-2	-2	dex		17	17	allskills		2	4	freeze		1	1	res-all		30	40	abs-ltng%		10	15	mana		21	22	ac		500	500	str		10	10	skilltab	9	2	2	dmg-pois	100	39	39		0
Chromatic Ire	185	100	1			1		43	35	8cs	Cedar Staff		5	5000				invcstu				dmg-max		15	15	ac		12	12	lifesteal		7	13	swing2		25	25	cast2		40	40	reduce-ac		50	50	allskills		1	1	res-fire		5	15	res-ltng		21	25	mana		16	20	str		3	5	oskill	36	6	6		0
